fecha;provincia;camas_habilitadas_uci;camas_ocupadas_covid_uci
26/12/2021;Palencia;23;9
26/12/2021;Valladolid;66;10
26/12/2021;Valladolid;37;16
26/12/2021;Salamanca;54;9
26/12/2021;Valladolid;0;0
25/12/2021;Burgos;0;0
25/12/2021;Valladolid;66;8
25/12/2021;Zamora;19;4
25/12/2021;León;62;22
25/12/2021;León;14;6
25/12/2021;Salamanca;54;9
25/12/2021;Valladolid;37;16
25/12/2021;Ávila;18;6
25/12/2021;Burgos;47;12
25/12/2021;Burgos;0;0
25/12/2021;Palencia;23;9
25/12/2021;Segovia;31;2
25/12/2021;Soria;14;2
25/12/2021;Valladolid;0;0
25/12/2021;Valladolid;0;0
24/12/2021;Burgos;0;0
24/12/2021;Salamanca;54;9
24/12/2021;Valladolid;37;17
24/12/2021;León;14;6
24/12/2021;Palencia;23;10
24/12/2021;Burgos;0;0
24/12/2021;Segovia;31;2
24/12/2021;Soria;14;2
24/12/2021;Valladolid;0;0
24/12/2021;Zamora;19;4
24/12/2021;Ávila;18;6
24/12/2021;Burgos;47;11
24/12/2021;León;62;19
24/12/2021;Valladolid;66;8
24/12/2021;Valladolid;0;0
23/12/2021;Zamora;19;4
23/12/2021;Segovia;31;3
23/12/2021;Ávila;18;4
23/12/2021;Burgos;0;0
23/12/2021;Burgos;0;0
23/12/2021;León;62;19
23/12/2021;Soria;14;2
23/12/2021;Valladolid;66;7
23/12/2021;Valladolid;0;0
23/12/2021;Burgos;47;11
23/12/2021;León;14;6
23/12/2021;Palencia;20;9
23/12/2021;Salamanca;54;9
23/12/2021;Valladolid;37;16
23/12/2021;Valladolid;0;0
22/12/2021;Valladolid;0;0
22/12/2021;Burgos;47;10
22/12/2021;Burgos;0;0
22/12/2021;Burgos;0;0
22/12/2021;Valladolid;66;7
22/12/2021;León;62;17
22/12/2021;Palencia;20;9
22/12/2021;Salamanca;54;9
22/12/2021;Segovia;31;4
22/12/2021;Valladolid;0;0
22/12/2021;Ávila;18;4
22/12/2021;León;14;7
22/12/2021;Soria;14;2
22/12/2021;Valladolid;37;15
22/12/2021;Zamora;19;4
21/12/2021;Soria;14;2
21/12/2021;Burgos;0;0
21/12/2021;León;14;6
21/12/2021;Valladolid;37;13
21/12/2021;Ávila;18;5
21/12/2021;Burgos;0;0
21/12/2021;Salamanca;54;10
21/12/2021;Segovia;31;4
21/12/2021;Valladolid;0;0
21/12/2021;Burgos;47;10
21/12/2021;León;62;17
21/12/2021;Palencia;20;8
21/12/2021;Valladolid;66;6
21/12/2021;Valladolid;0;0
21/12/2021;Zamora;19;4
20/12/2021;Burgos;0;0
20/12/2021;Palencia;20;6
20/12/2021;Segovia;31;3
20/12/2021;Valladolid;0;0
20/12/2021;Burgos;47;10
20/12/2021;Salamanca;50;10
20/12/2021;Soria;14;2
20/12/2021;Valladolid;0;0
20/12/2021;Valladolid;37;14
20/12/2021;Ávila;18;5
20/12/2021;Burgos;0;0
20/12/2021;León;62;17
20/12/2021;León;14;6
20/12/2021;Valladolid;66;6
20/12/2021;Zamora;19;4
19/12/2021;Ávila;18;5
19/12/2021;Segovia;31;4
19/12/2021;Valladolid;66;8
19/12/2021;Valladolid;37;15
19/12/2021;Burgos;47;10
19/12/2021;León;14;6
19/12/2021;Zamora;19;4
19/12/2021;Burgos;0;0
19/12/2021;Burgos;0;0
19/12/2021;León;62;19
19/12/2021;Soria;14;2
19/12/2021;Palencia;20;6
19/12/2021;Salamanca;50;9
19/12/2021;Valladolid;0;0
19/12/2021;Valladolid;0;0
18/12/2021;Segovia;31;4
18/12/2021;Soria;14;2
18/12/2021;Valladolid;0;0
18/12/2021;Zamora;19;4
18/12/2021;León;14;6
18/12/2021;Salamanca;50;8
18/12/2021;Ávila;18;5
18/12/2021;Burgos;47;10
18/12/2021;Burgos;0;0
18/12/2021;Burgos;0;0
18/12/2021;Palencia;20;6
18/12/2021;Valladolid;66;8
18/12/2021;Valladolid;37;16
18/12/2021;León;62;18
18/12/2021;Valladolid;0;0
17/12/2021;Burgos;47;9
17/12/2021;León;14;7
17/12/2021;Valladolid;0;0
17/12/2021;Valladolid;0;0
17/12/2021;Burgos;0;0
17/12/2021;Palencia;20;6
17/12/2021;Valladolid;66;8
17/12/2021;Ávila;18;4
17/12/2021;León;62;18
17/12/2021;Segovia;31;6
17/12/2021;Soria;14;2
17/12/2021;Burgos;0;0
17/12/2021;Salamanca;49;7
17/12/2021;Valladolid;37;14
17/12/2021;Zamora;19;4
16/12/2021;Segovia;31;4
16/12/2021;Valladolid;0;0
16/12/2021;Ávila;18;5
16/12/2021;Zamora;19;4
16/12/2021;Burgos;0;0
16/12/2021;Burgos;0;0
16/12/2021;León;62;17
16/12/2021;León;14;7
16/12/2021;Palencia;20;6
16/12/2021;Soria;14;2
16/12/2021;Valladolid;66;8
16/12/2021;Valladolid;37;14
16/12/2021;Burgos;47;9
16/12/2021;Salamanca;48;7
16/12/2021;Valladolid;0;0
15/12/2021;Salamanca;48;4
15/12/2021;Valladolid;66;8
15/12/2021;León;14;8
15/12/2021;Valladolid;0;0
15/12/2021;Valladolid;37;13
15/12/2021;Zamora;19;3
15/12/2021;Burgos;47;8
15/12/2021;Burgos;0;0
15/12/2021;Burgos;0;0
15/12/2021;León;62;18
15/12/2021;Soria;14;2
15/12/2021;Ávila;18;5
15/12/2021;Palencia;20;7
15/12/2021;Segovia;31;4
15/12/2021;Valladolid;0;0
14/12/2021;Ávila;18;5
14/12/2021;Segovia;31;4
14/12/2021;León;62;17
14/12/2021;León;14;7
14/12/2021;Salamanca;48;3
14/12/2021;Soria;14;2
14/12/2021;Valladolid;66;9
14/12/2021;Valladolid;0;0
14/12/2021;Valladolid;0;0
14/12/2021;Burgos;47;8
14/12/2021;Burgos;0;0
14/12/2021;Burgos;0;0
14/12/2021;Palencia;20;6
14/12/2021;Valladolid;37;12
14/12/2021;Zamora;19;3
13/12/2021;Soria;14;2
13/12/2021;Valladolid;66;9
13/12/2021;Ávila;18;4
13/12/2021;Burgos;0;0
13/12/2021;León;14;6
13/12/2021;Valladolid;37;13
13/12/2021;Burgos;47;8
13/12/2021;Salamanca;48;4
13/12/2021;Valladolid;0;0
13/12/2021;León;62;16
13/12/2021;Palencia;20;6
13/12/2021;Burgos;0;0
13/12/2021;Segovia;31;2
13/12/2021;Valladolid;0;0
13/12/2021;Zamora;19;3
12/12/2021;Burgos;0;0
12/12/2021;León;62;13
12/12/2021;León;14;6
12/12/2021;Palencia;20;5
12/12/2021;Soria;14;2
12/12/2021;Burgos;0;0
12/12/2021;Salamanca;48;4
12/12/2021;Valladolid;37;12
12/12/2021;Valladolid;0;0
12/12/2021;Burgos;47;8
12/12/2021;Valladolid;0;0
12/12/2021;Ávila;18;4
12/12/2021;Segovia;31;2
12/12/2021;Valladolid;66;9
12/12/2021;Zamora;19;3
11/12/2021;Segovia;31;2
11/12/2021;Soria;14;2
11/12/2021;Valladolid;0;0
11/12/2021;Valladolid;37;12
11/12/2021;Zamora;19;3
11/12/2021;Ávila;18;4
11/12/2021;Burgos;0;0
11/12/2021;León;62;15
11/12/2021;Palencia;20;5
11/12/2021;Salamanca;48;3
11/12/2021;Valladolid;66;8
11/12/2021;Valladolid;0;0
11/12/2021;León;14;5
11/12/2021;Burgos;47;9
11/12/2021;Burgos;0;0
10/12/2021;León;62;15
10/12/2021;Salamanca;48;4
10/12/2021;Segovia;31;2
10/12/2021;Valladolid;66;9
10/12/2021;Ávila;18;3
10/12/2021;Burgos;0;0
10/12/2021;Valladolid;0;0
10/12/2021;Valladolid;37;9
10/12/2021;Burgos;45;8
10/12/2021;Burgos;0;0
10/12/2021;León;14;5
10/12/2021;Soria;14;1
10/12/2021;Zamora;19;3
10/12/2021;Palencia;20;5
10/12/2021;Valladolid;0;0
09/12/2021;León;14;6
09/12/2021;Palencia;20;4
09/12/2021;Salamanca;48;4
09/12/2021;Segovia;31;2
09/12/2021;Zamora;19;3
09/12/2021;Ávila;18;3
09/12/2021;Burgos;45;8
09/12/2021;Burgos;0;0
09/12/2021;Burgos;0;0
09/12/2021;León;62;13
09/12/2021;Valladolid;66;9
09/12/2021;Valladolid;0;0
09/12/2021;Valladolid;0;0
09/12/2021;Soria;14;1
09/12/2021;Valladolid;37;9
08/12/2021;Ávila;18;4
08/12/2021;Burgos;45;7
08/12/2021;Burgos;0;0
08/12/2021;León;14;6
08/12/2021;Segovia;31;2
08/12/2021;Valladolid;66;9
08/12/2021;Valladolid;37;11
08/12/2021;Zamora;19;3
08/12/2021;Soria;14;1
08/12/2021;Valladolid;0;0
08/12/2021;Valladolid;0;0
08/12/2021;Palencia;20;4
08/12/2021;Burgos;0;0
08/12/2021;León;62;13
08/12/2021;Salamanca;48;4
07/12/2021;Ávila;18;3
07/12/2021;Burgos;0;0
07/12/2021;Burgos;0;0
07/12/2021;Valladolid;0;0
07/12/2021;Burgos;45;7
07/12/2021;Soria;14;0
07/12/2021;Palencia;20;4
07/12/2021;Segovia;31;3
07/12/2021;Valladolid;0;0
07/12/2021;León;56;13
07/12/2021;León;14;6
07/12/2021;Salamanca;48;4
07/12/2021;Valladolid;66;7
07/12/2021;Valladolid;37;12
07/12/2021;Zamora;19;2
06/12/2021;Ávila;18;4
06/12/2021;León;56;13
06/12/2021;León;14;6
06/12/2021;Salamanca;51;5
06/12/2021;Valladolid;66;6
06/12/2021;Valladolid;0;0
06/12/2021;Valladolid;37;13
06/12/2021;Soria;14;0
06/12/2021;Zamora;19;2
06/12/2021;Burgos;45;9
06/12/2021;Burgos;0;0
06/12/2021;Palencia;20;4
06/12/2021;Valladolid;0;0
06/12/2021;Burgos;0;0
06/12/2021;Segovia;31;3
05/12/2021;Ávila;18;3
05/12/2021;Burgos;0;0
05/12/2021;León;14;7
05/12/2021;Salamanca;51;3
05/12/2021;Valladolid;66;5
05/12/2021;Zamora;19;2
05/12/2021;Burgos;45;6
05/12/2021;León;56;13
05/12/2021;Valladolid;37;11
05/12/2021;Valladolid;0;0
05/12/2021;Burgos;0;0
05/12/2021;Segovia;31;2
05/12/2021;Palencia;20;3
05/12/2021;Soria;14;0
05/12/2021;Valladolid;0;0
04/12/2021;Ávila;18;3
04/12/2021;Burgos;45;6
04/12/2021;Palencia;20;3
04/12/2021;Soria;14;0
04/12/2021;Valladolid;0;0
04/12/2021;Valladolid;37;11
04/12/2021;Zamora;19;3
04/12/2021;León;56;13
04/12/2021;León;14;7
04/12/2021;Segovia;31;3
04/12/2021;Valladolid;66;0
04/12/2021;Valladolid;0;0
04/12/2021;Burgos;0;0
04/12/2021;Burgos;0;0
04/12/2021;Salamanca;51;2
03/12/2021;Ávila;18;2
03/12/2021;León;14;6
03/12/2021;Salamanca;51;3
03/12/2021;Soria;14;0
03/12/2021;Valladolid;66;5
03/12/2021;Valladolid;0;0
03/12/2021;Burgos;0;0
03/12/2021;Burgos;0;0
03/12/2021;Palencia;20;3
03/12/2021;Valladolid;0;0
03/12/2021;Valladolid;37;9
03/12/2021;Zamora;19;3
03/12/2021;Burgos;45;6
03/12/2021;León;56;12
03/12/2021;Segovia;31;3
02/12/2021;Burgos;0;0
02/12/2021;Burgos;0;0
02/12/2021;León;56;10
02/12/2021;Valladolid;66;5
02/12/2021;Burgos;45;5
02/12/2021;León;14;5
02/12/2021;Segovia;31;3
02/12/2021;Soria;14;0
02/12/2021;Valladolid;37;8
02/12/2021;Zamora;19;3
02/12/2021;Palencia;20;3
02/12/2021;Valladolid;0;0
02/12/2021;Ávila;18;2
02/12/2021;Salamanca;51;3
02/12/2021;Valladolid;0;0
01/12/2021;Burgos;45;4
01/12/2021;León;56;7
01/12/2021;Palencia;20;1
01/12/2021;Valladolid;0;0
01/12/2021;Ávila;18;1
01/12/2021;Burgos;0;0
01/12/2021;León;14;5
01/12/2021;Salamanca;51;3
01/12/2021;Soria;14;0
01/12/2021;Valladolid;66;4
01/12/2021;Valladolid;0;0
01/12/2021;Zamora;19;3
01/12/2021;Burgos;0;0
01/12/2021;Valladolid;37;7
01/12/2021;Segovia;31;3
30/11/2021;León;56;6
30/11/2021;Salamanca;51;3
30/11/2021;Soria;14;0
30/11/2021;Valladolid;66;4
30/11/2021;Burgos;0;0
30/11/2021;Valladolid;0;0
30/11/2021;Zamora;19;3
30/11/2021;Burgos;45;4
30/11/2021;León;14;5
30/11/2021;Valladolid;0;0
30/11/2021;Ávila;18;1
30/11/2021;Burgos;0;0
30/11/2021;Palencia;20;1
30/11/2021;Segovia;31;3
30/11/2021;Valladolid;37;7
29/11/2021;León;14;4
29/11/2021;Segovia;31;2
29/11/2021;Soria;14;0
29/11/2021;Zamora;19;3
29/11/2021;Burgos;45;4
29/11/2021;Burgos;0;0
29/11/2021;Palencia;20;0
29/11/2021;Valladolid;66;3
29/11/2021;Valladolid;0;0
29/11/2021;Ávila;18;2
29/11/2021;Burgos;0;0
29/11/2021;Salamanca;51;2
29/11/2021;Valladolid;37;7
29/11/2021;León;56;5
29/11/2021;Valladolid;0;0
28/11/2021;Burgos;45;4
28/11/2021;Valladolid;0;0
28/11/2021;Valladolid;37;7
28/11/2021;Zamora;19;3
28/11/2021;Ávila;18;2
28/11/2021;Palencia;20;0
28/11/2021;Soria;14;0
28/11/2021;Valladolid;66;3
28/11/2021;Valladolid;0;0
28/11/2021;León;56;6
28/11/2021;Salamanca;51;2
28/11/2021;Burgos;0;0
28/11/2021;Burgos;0;0
28/11/2021;León;14;4
28/11/2021;Segovia;31;2
27/11/2021;Ávila;18;2
27/11/2021;Palencia;20;0
27/11/2021;Segovia;31;2
27/11/2021;Valladolid;66;2
27/11/2021;Valladolid;0;0
27/11/2021;Valladolid;37;6
27/11/2021;Burgos;45;4
27/11/2021;Burgos;0;0
27/11/2021;León;56;5
27/11/2021;León;14;3
27/11/2021;Soria;14;0
27/11/2021;Zamora;19;3
27/11/2021;Burgos;0;0
27/11/2021;Valladolid;0;0
27/11/2021;Salamanca;51;2
26/11/2021;Burgos;0;0
26/11/2021;León;14;3
26/11/2021;Palencia;20;0
26/11/2021;Soria;14;0
26/11/2021;Zamora;19;2
26/11/2021;Ávila;18;2
26/11/2021;Burgos;0;0
26/11/2021;León;56;4
26/11/2021;Segovia;31;2
26/11/2021;Valladolid;0;0
26/11/2021;Valladolid;0;0
26/11/2021;Burgos;45;4
26/11/2021;Valladolid;66;2
26/11/2021;Salamanca;51;2
26/11/2021;Valladolid;37;6
25/11/2021;Burgos;45;4
25/11/2021;Burgos;0;0
25/11/2021;León;56;4
25/11/2021;León;14;2
25/11/2021;Valladolid;66;2
25/11/2021;Valladolid;0;0
25/11/2021;Zamora;19;1
25/11/2021;Ávila;18;2
25/11/2021;Palencia;20;0
25/11/2021;Valladolid;0;0
25/11/2021;Valladolid;37;6
25/11/2021;Salamanca;51;2
25/11/2021;Soria;14;0
25/11/2021;Burgos;0;0
25/11/2021;Segovia;31;2
24/11/2021;Burgos;0;0
24/11/2021;Palencia;20;0
24/11/2021;Salamanca;51;2
24/11/2021;Segovia;31;2
24/11/2021;Valladolid;0;0
24/11/2021;León;56;3
24/11/2021;León;14;2
24/11/2021;Valladolid;66;2
24/11/2021;Valladolid;37;6
24/11/2021;Burgos;45;3
24/11/2021;Soria;14;0
24/11/2021;Ávila;18;1
24/11/2021;Burgos;0;0
24/11/2021;Valladolid;0;0
24/11/2021;Zamora;19;1
23/11/2021;Burgos;45;2
23/11/2021;León;14;3
23/11/2021;Palencia;20;0
23/11/2021;Segovia;31;2
23/11/2021;Valladolid;0;0
23/11/2021;Ávila;18;1
23/11/2021;Salamanca;51;1
23/11/2021;Soria;14;0
23/11/2021;Valladolid;66;2
23/11/2021;Valladolid;0;0
23/11/2021;Zamora;19;0
23/11/2021;Burgos;0;0
23/11/2021;Burgos;0;0
23/11/2021;León;56;4
23/11/2021;Valladolid;37;6
22/11/2021;Ávila;18;1
22/11/2021;Burgos;0;0
22/11/2021;León;56;4
22/11/2021;Palencia;20;0
22/11/2021;Valladolid;66;2
22/11/2021;Valladolid;37;4
22/11/2021;Valladolid;0;0
22/11/2021;León;14;3
22/11/2021;Soria;14;0
22/11/2021;Zamora;19;0
22/11/2021;Burgos;0;0
22/11/2021;Salamanca;51;1
22/11/2021;Burgos;45;3
22/11/2021;Segovia;31;2
22/11/2021;Valladolid;0;0
21/11/2021;Soria;14;0
21/11/2021;Burgos;0;0
21/11/2021;Palencia;20;0
21/11/2021;Salamanca;51;0
21/11/2021;Valladolid;0;0
21/11/2021;Valladolid;37;3
21/11/2021;Zamora;19;0
21/11/2021;Ávila;18;1
21/11/2021;Burgos;45;3
21/11/2021;Valladolid;66;2
21/11/2021;Valladolid;0;0
21/11/2021;Segovia;31;2
21/11/2021;León;56;4
21/11/2021;Burgos;0;0
21/11/2021;León;14;2
20/11/2021;Burgos;0;0
20/11/2021;León;14;2
20/11/2021;Salamanca;51;0
20/11/2021;Segovia;31;2
20/11/2021;Soria;14;0
20/11/2021;León;56;4
20/11/2021;Palencia;20;0
20/11/2021;Valladolid;37;3
20/11/2021;Zamora;19;0
20/11/2021;Ávila;18;1
20/11/2021;Valladolid;66;2
20/11/2021;Burgos;0;0
20/11/2021;Valladolid;0;0
20/11/2021;Burgos;45;3
20/11/2021;Valladolid;0;0
19/11/2021;Palencia;20;0
19/11/2021;Valladolid;66;2
19/11/2021;Segovia;31;2
19/11/2021;Soria;14;0
19/11/2021;Valladolid;0;0
19/11/2021;Valladolid;37;3
19/11/2021;León;56;4
19/11/2021;Zamora;19;0
19/11/2021;Ávila;18;1
19/11/2021;Burgos;0;0
19/11/2021;León;14;2
19/11/2021;Valladolid;0;0
19/11/2021;Burgos;45;3
19/11/2021;Burgos;0;0
19/11/2021;Salamanca;51;0
18/11/2021;Ávila;18;1
18/11/2021;Palencia;20;0
18/11/2021;Soria;14;0
18/11/2021;Zamora;19;0
18/11/2021;Burgos;0;0
18/11/2021;Salamanca;52;0
18/11/2021;Valladolid;66;2
18/11/2021;Valladolid;0;0
18/11/2021;Valladolid;37;3
18/11/2021;Burgos;45;3
18/11/2021;Segovia;31;2
18/11/2021;Valladolid;0;0
18/11/2021;Burgos;0;0
18/11/2021;León;56;4
18/11/2021;León;14;2
17/11/2021;León;14;2
17/11/2021;Palencia;20;0
17/11/2021;Valladolid;0;0
17/11/2021;Segovia;31;2
17/11/2021;Burgos;45;3
17/11/2021;Soria;14;0
17/11/2021;Valladolid;66;2
17/11/2021;Ávila;18;1
17/11/2021;Valladolid;37;3
17/11/2021;Burgos;0;0
17/11/2021;Burgos;0;0
17/11/2021;León;56;4
17/11/2021;Salamanca;51;0
17/11/2021;Valladolid;0;0
17/11/2021;Zamora;19;0
16/11/2021;Burgos;45;3
16/11/2021;Burgos;0;0
16/11/2021;Soria;14;0
16/11/2021;Burgos;0;0
16/11/2021;León;56;5
16/11/2021;Valladolid;0;0
16/11/2021;Valladolid;66;2
16/11/2021;Valladolid;0;0
16/11/2021;Palencia;20;0
16/11/2021;Salamanca;51;0
16/11/2021;Valladolid;37;3
16/11/2021;Ávila;18;1
16/11/2021;León;14;2
16/11/2021;Zamora;19;0
16/11/2021;Segovia;31;2
15/11/2021;Soria;14;0
15/11/2021;Valladolid;66;4
15/11/2021;Salamanca;51;0
15/11/2021;Zamora;19;0
15/11/2021;Ávila;18;1
15/11/2021;Burgos;0;0
15/11/2021;Burgos;45;5
15/11/2021;Burgos;0;0
15/11/2021;León;56;5
15/11/2021;León;14;2
15/11/2021;Segovia;31;2
15/11/2021;Valladolid;0;0
15/11/2021;Valladolid;0;0
15/11/2021;Palencia;20;0
15/11/2021;Valladolid;37;2
14/11/2021;Burgos;45;5
14/11/2021;Burgos;0;0
14/11/2021;León;56;5
14/11/2021;Zamora;19;0
14/11/2021;Valladolid;0;0
14/11/2021;Ávila;18;1
14/11/2021;Burgos;0;0
14/11/2021;León;14;2
14/11/2021;Salamanca;51;0
14/11/2021;Segovia;31;2
14/11/2021;Palencia;20;0
14/11/2021;Valladolid;66;4
14/11/2021;Soria;14;0
14/11/2021;Valladolid;37;2
14/11/2021;Valladolid;0;0
13/11/2021;Segovia;31;2
13/11/2021;León;56;5
13/11/2021;Ávila;18;1
13/11/2021;Palencia;20;0
13/11/2021;Salamanca;51;0
13/11/2021;Valladolid;66;3
13/11/2021;Burgos;45;4
13/11/2021;Burgos;0;0
13/11/2021;León;14;0
13/11/2021;Soria;14;0
13/11/2021;Zamora;19;0
13/11/2021;Valladolid;0;0
13/11/2021;Burgos;0;0
13/11/2021;Valladolid;37;2
13/11/2021;Valladolid;0;0
12/11/2021;Burgos;45;4
12/11/2021;León;14;0
12/11/2021;Segovia;31;2
12/11/2021;Valladolid;66;3
12/11/2021;Valladolid;0;0
12/11/2021;Valladolid;37;2
12/11/2021;Zamora;19;0
12/11/2021;Burgos;0;0
12/11/2021;Valladolid;0;0
12/11/2021;Salamanca;51;0
12/11/2021;Soria;14;0
12/11/2021;Ávila;18;1
12/11/2021;Burgos;0;0
12/11/2021;León;56;5
12/11/2021;Palencia;20;0
11/11/2021;Burgos;0;0
11/11/2021;León;56;5
11/11/2021;Salamanca;51;1
11/11/2021;Segovia;31;2
11/11/2021;Valladolid;66;3
11/11/2021;León;14;0
11/11/2021;Valladolid;0;0
11/11/2021;Ávila;18;1
11/11/2021;Burgos;0;0
11/11/2021;Valladolid;0;0
11/11/2021;Zamora;19;0
11/11/2021;Burgos;45;4
11/11/2021;Palencia;20;0
11/11/2021;Soria;14;0
11/11/2021;Valladolid;37;2
10/11/2021;Ávila;18;1
10/11/2021;Palencia;20;0
10/11/2021;Valladolid;0;0
10/11/2021;Valladolid;37;2
10/11/2021;Zamora;19;0
10/11/2021;León;56;5
10/11/2021;León;14;0
10/11/2021;Soria;14;0
10/11/2021;Valladolid;66;2
10/11/2021;Burgos;0;0
10/11/2021;Segovia;31;2
10/11/2021;Valladolid;0;0
10/11/2021;Burgos;0;0
10/11/2021;Burgos;45;4
10/11/2021;Salamanca;51;1
09/11/2021;Segovia;31;2
09/11/2021;Valladolid;37;2
09/11/2021;Valladolid;0;0
09/11/2021;León;56;5
09/11/2021;Valladolid;0;0
09/11/2021;Zamora;19;0
09/11/2021;Ávila;18;1
09/11/2021;León;14;0
09/11/2021;Palencia;20;1
09/11/2021;Burgos;45;4
09/11/2021;Burgos;0;0
09/11/2021;Burgos;0;0
09/11/2021;Salamanca;51;1
09/11/2021;Soria;14;0
09/11/2021;Valladolid;66;3
08/11/2021;León;56;5
08/11/2021;Valladolid;37;3
08/11/2021;Ávila;18;1
08/11/2021;Burgos;0;0
08/11/2021;Valladolid;0;0
08/11/2021;Burgos;0;0
08/11/2021;Segovia;31;2
08/11/2021;León;14;0
08/11/2021;Soria;14;1
08/11/2021;Valladolid;66;4
08/11/2021;Zamora;19;0
08/11/2021;Burgos;45;3
08/11/2021;Palencia;20;0
08/11/2021;Salamanca;51;0
08/11/2021;Valladolid;0;0
07/11/2021;Ávila;18;1
07/11/2021;Burgos;0;0
07/11/2021;León;56;5
07/11/2021;Palencia;20;0
07/11/2021;Salamanca;51;0
07/11/2021;Valladolid;0;0
07/11/2021;Segovia;31;2
07/11/2021;Valladolid;0;0
07/11/2021;Burgos;0;0
07/11/2021;Valladolid;37;3
07/11/2021;Burgos;45;2
07/11/2021;León;14;0
07/11/2021;Soria;14;1
07/11/2021;Valladolid;66;4
07/11/2021;Zamora;19;0
06/11/2021;Burgos;0;0
06/11/2021;Zamora;19;0
06/11/2021;León;14;0
06/11/2021;Segovia;31;1
06/11/2021;Palencia;20;0
06/11/2021;Soria;14;1
06/11/2021;Burgos;45;3
06/11/2021;León;56;5
06/11/2021;Salamanca;51;0
06/11/2021;Valladolid;0;0
06/11/2021;Valladolid;37;2
06/11/2021;Valladolid;0;0
06/11/2021;Ávila;18;1
06/11/2021;Burgos;0;0
06/11/2021;Valladolid;66;4
05/11/2021;Burgos;0;0
05/11/2021;León;56;5
05/11/2021;Palencia;20;0
05/11/2021;Soria;14;1
05/11/2021;Valladolid;0;0
05/11/2021;Ávila;18;1
05/11/2021;Burgos;45;3
05/11/2021;Burgos;0;0
05/11/2021;Valladolid;66;4
05/11/2021;Valladolid;0;0
05/11/2021;Zamora;19;0
05/11/2021;León;14;0
05/11/2021;Salamanca;51;1
05/11/2021;Segovia;31;1
05/11/2021;Valladolid;37;2
04/11/2021;Segovia;31;1
04/11/2021;Zamora;19;0
04/11/2021;Burgos;45;3
04/11/2021;León;56;5
04/11/2021;Burgos;0;0
04/11/2021;León;14;0
04/11/2021;Palencia;20;0
04/11/2021;Salamanca;51;1
04/11/2021;Valladolid;0;0
04/11/2021;Valladolid;37;2
04/11/2021;Ávila;18;1
04/11/2021;Burgos;0;0
04/11/2021;Soria;14;2
04/11/2021;Valladolid;66;4
04/11/2021;Valladolid;0;0
03/11/2021;León;56;5
03/11/2021;Soria;14;2
03/11/2021;Valladolid;66;4
03/11/2021;Valladolid;37;3
03/11/2021;Burgos;45;3
03/11/2021;Segovia;31;1
03/11/2021;Burgos;0;0
03/11/2021;Valladolid;0;0
03/11/2021;Valladolid;0;0
03/11/2021;Zamora;19;0
03/11/2021;Ávila;18;1
03/11/2021;Burgos;0;0
03/11/2021;León;14;0
03/11/2021;Palencia;20;2
03/11/2021;Salamanca;51;1
02/11/2021;León;56;5
02/11/2021;Valladolid;0;0
02/11/2021;Burgos;45;3
02/11/2021;Burgos;0;0
02/11/2021;Soria;14;2
02/11/2021;Burgos;0;0
02/11/2021;León;14;0
02/11/2021;Salamanca;51;1
02/11/2021;Valladolid;37;3
02/11/2021;Ávila;18;1
02/11/2021;Segovia;31;1
02/11/2021;Valladolid;0;0
02/11/2021;Palencia;20;2
02/11/2021;Valladolid;66;4
02/11/2021;Zamora;19;0
01/11/2021;Burgos;0;0
01/11/2021;Valladolid;66;4
01/11/2021;Ávila;18;1
01/11/2021;Burgos;45;4
01/11/2021;León;56;5
01/11/2021;Palencia;20;2
01/11/2021;Segovia;31;1
01/11/2021;Valladolid;0;0
01/11/2021;Zamora;19;0
01/11/2021;Salamanca;51;1
01/11/2021;Soria;14;2
01/11/2021;Valladolid;0;0
01/11/2021;Burgos;0;0
01/11/2021;León;14;0
01/11/2021;Valladolid;37;4
31/10/2021;Burgos;0;0
31/10/2021;Valladolid;37;4
31/10/2021;León;56;5
31/10/2021;Zamora;19;0
31/10/2021;Burgos;0;0
31/10/2021;León;14;0
31/10/2021;Valladolid;66;4
31/10/2021;Valladolid;0;0
31/10/2021;Ávila;18;1
31/10/2021;Palencia;20;2
31/10/2021;Salamanca;51;1
31/10/2021;Soria;14;2
31/10/2021;Burgos;45;4
31/10/2021;Segovia;31;1
31/10/2021;Valladolid;0;0
30/10/2021;Ávila;18;2
30/10/2021;Burgos;0;0
30/10/2021;Segovia;31;1
30/10/2021;León;14;0
30/10/2021;Soria;14;2
30/10/2021;Burgos;45;4
30/10/2021;Burgos;0;0
30/10/2021;León;56;5
30/10/2021;Salamanca;51;2
30/10/2021;Zamora;19;0
30/10/2021;Valladolid;66;3
30/10/2021;Valladolid;37;4
30/10/2021;Valladolid;0;0
30/10/2021;Palencia;20;2
30/10/2021;Valladolid;0;0
29/10/2021;Palencia;20;2
29/10/2021;Soria;14;2
29/10/2021;Burgos;0;0
29/10/2021;Ávila;18;2
29/10/2021;Burgos;0;0
29/10/2021;León;56;3
29/10/2021;León;14;0
29/10/2021;Salamanca;51;2
29/10/2021;Valladolid;66;3
29/10/2021;Valladolid;0;0
29/10/2021;Burgos;46;4
29/10/2021;Segovia;31;2
29/10/2021;Valladolid;37;3
29/10/2021;Zamora;19;0
29/10/2021;Valladolid;0;0
28/10/2021;Burgos;0;0
28/10/2021;León;56;3
28/10/2021;Zamora;19;0
28/10/2021;Burgos;45;3
28/10/2021;Soria;14;2
